JobTitle,JobYear,JobLink,JobType,JobField,JobSource,JobLink_norm
Santa Fe College (FL) - TT Asst Prof of English,2013,http://dept.sfcollege.edu/humresources/content/media/mugs/forms/Credentialing/Faculty%20Credentialing%20Manual.pdf | https://chroniclevitae.com/jobs/0000818815-01#sthash.wQ2KGM5H.dpuf,TT,Rhetoric/Composition,Wiki,http://dept.sfcollege.edu/humresources/content/media/mugs/forms/Credentialing/Faculty%20Credentialing%20Manual.pdf | https://chroniclevitae.com/jobs/0000818815-01#sthash.wQ2KGM5H.dpuf
Shenandoah University (VA) - Career Contract (Full Time) Assistant Professor Position in Composition and Professional Writing - POSITION FILLED,2013,http://www.higheredjobs.com/search/details.cfm?JobCode=175861230&Title=Composition%20and%20Professional%20Writing%20Faculty,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/search/details.cfm?JobCode=175861230&Title=Composition%20and%20Professional%20Writing%20Faculty
"Southeastern Oklahoma State University - TT Asst. Professor, Writing Specialist",2013,https://apply.interfolio.com/24394,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/24394
Southern Polytechnic State University (GA) - TT Assistant Professor of English (Writing and New Media),2013,https://employment.spsu.edu/ | https://apply.interfolio.com/24581,TT,Rhetoric/Composition,Wiki,https://employment.spsu.edu/ | https://apply.interfolio.com/24581
Southwestern Oklahoma State University - TT Asst. Professor of English,2013,https://apply.interfolio.com/24968,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/24968
Stanford University (CA) - Professor of English (Teaching) and Director of the Program in Writing and Rhetoric (Non-TT),2013,https://undergrad.stanford.edu/programs/pwr | https://apply.interfolio.com/24179,TT,Rhetoric/Composition,Wiki,https://undergrad.stanford.edu/programs/pwr | https://apply.interfolio.com/24179
Tennessee Tech University - TT Asst. Professor of English,2013,https://jobs.tntech.edu/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175822993&Title=ASSISTANT%20PROFESSOR%20%2D%20English,TT,Rhetoric/Composition,Wiki,https://jobs.tntech.edu/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175822993&Title=ASSISTANT%20PROFESSOR%20%2D%20English
"Texas A&M University-Corpus Christi - Professional Assistant Professor, English (Writing Studies) [Full-Time]",2013,https://islanderjobs.tamucc.edu/applicants/Central?quickFind=70499 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175884828&Title=%28FY15%20PBR%29%20Professional%20Assistant%20Professor%2C%20English,TT,Rhetoric/Composition,Wiki,https://islanderjobs.tamucc.edu/applicants/Central?quickFind=70499 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175884828&Title=%28FY15%20PBR%29%20Professional%20Assistant%20Professor%2C%20English
"University of Arkansas at Fort Smith - Asst Professor, Rhetoric and Writing - PHONE INTERVIEWS SCHEDULED",2013,http://uafs.edu/ | http://www.uafs.edu/hr/employment-application | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175863336&Title=Faculty%2C%20English%2C%20Rhetoric%20%26%20Writing%20%2814%2D10%2D0099%29,TT,Rhetoric/Composition,Wiki,http://uafs.edu/ | http://www.uafs.edu/hr/employment-application | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175863336&Title=Faculty%2C%20English%2C%20Rhetoric%20%26%20Writing%20%2814%2D10%2D0099%29
University of Arkansas at Little Rock - TT Assistant Professor—Professional and Technical Writing,2013,http://ualr.edu/academics/restructure | http://ualr.edu/humanresources/ | http://ualr.edu/humanresources/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175861470&Title=Assistant%20Professor—Professional%20and%20Technical%20Writing%20%28R97243%29,TT,Rhetoric/Composition,Wiki,http://ualr.edu/academics/restructure | http://ualr.edu/humanresources/ | http://ualr.edu/humanresources/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175861470&Title=Assistant%20Professor—Professional%20and%20Technical%20Writing%20%28R97243%29
University of Cincinnati Blue Ash College - TT Asst. Professor of English (3 Positions) - CAMPUS INTERVIEWS SCHEDULED,2013,https://chroniclevitae.com/jobs/0000806864-01,TT,Rhetoric/Composition,Wiki,https://chroniclevitae.com/jobs/0000806864-01
University of Connecticut (Greater Hartford Campus) - Assistant Professor in Residence and Writing Center Coordinator,2013,http://jobs.uconn.edu/faculty | https://apply.interfolio.com/24668,TT,Rhetoric/Composition,Wiki,http://jobs.uconn.edu/faculty | https://apply.interfolio.com/24668
University of Indianapolis (IN) - Full-Time Instructor or Assistant Professor of English (Non-TT),2013,https://apply.interfolio.com/24704,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/24704
University of Louisiana at Lafayette - TT Assistant/Associate Professor of English (Professional Writing),2013,https://apply.interfolio.com/24353,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/24353
University of Maryland University College Europe - Full-Time Collegiate Faculty Teaching Opportunities in Asia and Europe,2013,http://www.asia.umuc.edu/employment/faculty.cfm | http://www.ed.umuc.edu/undergrad/teach/index.html | mailto:svp-overseas@umuc.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175847837&Title=Full%2DTime%20Collegiate%20Faculty%20Teaching%20Opportunities%20in%20Asia%20and%20Europe,Unknown,Rhetoric/Composition,Wiki,http://www.asia.umuc.edu/employment/faculty.cfm | http://www.ed.umuc.edu/undergrad/teach/index.html | mailto:svp-overseas@umuc.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175847837&Title=Full%2DTime%20Collegiate%20Faculty%20Teaching%20Opportunities%20in%20Asia%20and%20Europe
"University of New Mexico - TT Asst. Professor, Rhetoric and Writing",2013,mailto:rhetjobs@unm.edu | mailto:rhetjobs@unm.edu | http://unmjobs.unm.edu/applicants/Central?quickFind=77647 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175898542&Title=Assistant%20Professor%20%280825209%29,TT,Rhetoric/Composition,Wiki,mailto:rhetjobs@unm.edu | mailto:rhetjobs@unm.edu | http://unmjobs.unm.edu/applicants/Central?quickFind=77647 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175898542&Title=Assistant%20Professor%20%280825209%29
"University of North Carolina, Charlotte - TT Asst. Professor / Director of Writing Resources Center -- PHONE INTERVIEWS SCHEDULED",2013,http://wrc.uncc.edu/ | https://apply.interfolio.com/24510,TT,Rhetoric/Composition,Wiki,http://wrc.uncc.edu/ | https://apply.interfolio.com/24510
University of North Carolina at Charlotte - Full-Time Lecturer in Technical/Professional Writing (Non-TT),2013,https://apply.interfolio.com/24463,Non-TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/24463
University of North Carolina at Wilmington - TT Assistant Professor of Professional and Technical Writing - OFFER ACCEPTED,2013,http://www.uncw.edu/english | mailto:reillyc@uncw.edu | http://www.uncw.edu/hr/joblistings_epa/14F063.html,TT,Rhetoric/Composition,Wiki,http://www.uncw.edu/english | mailto:reillyc@uncw.edu | http://www.uncw.edu/hr/joblistings_epa/14F063.html
University of North Georgia - TT Asst. Professor of English (2 Positions) - CAMPUS INTERVIEWS SCHEDULED,2013,https://northgeorgia.peopleadmin.com/postings/4518 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175834108&Title=Assistant%20Professor%20of%20English | https://chroniclevitae.com/jobs/0000810632-01,TT,Rhetoric/Composition,Wiki,https://northgeorgia.peopleadmin.com/postings/4518 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175834108&Title=Assistant%20Professor%20of%20English | https://chroniclevitae.com/jobs/0000810632-01
University of Pittsburgh at Johnstown - Assistant Professor of English Composition (Non-TT),2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175822232&Title=Assistant%20Professor%2C%20English%20Composition%20%28non%2Dtenure%20stream%29,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175822232&Title=Assistant%20Professor%2C%20English%20Composition%20%28non%2Dtenure%20stream%29
University of Texas-Pan American - TT Asst. Professor (Creative Writing and/or Public Writing) - SKYPE INTERVIEWS SCHEDULED,2013,http://careers.insidehighered.com/print/536784,TT,Rhetoric/Composition,Wiki,http://careers.insidehighered.com/print/536784
University of Vermont - Associate Professor of English (Director of Foundational Writing and Information Literacy Program) - SKYPE INTERVIEWS SCHEDULED,2013,https://apply.interfolio.com/24669,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/24669
University of Washington Tacoma - Associate or Full Professor/Director of Writing - PHONE INTERVIEWS SCHEDULED,2013,https://academicjobsonline.org/ajo/jobs/3904 | http://ap.washington.edu/ahr/academic-jobs/position/aa3741/,TT,Rhetoric/Composition,Wiki,https://academicjobsonline.org/ajo/jobs/3904 | http://ap.washington.edu/ahr/academic-jobs/position/aa3741/
University of Wisconsin-Rock County - TT Asst. Professor of English (First Year Writing / Creative Writing),2013,,TT,Rhetoric/Composition,Wiki,
"West Chester University (PA) - TT Asst. Professor (WPA, WAC and WID) - CAMPUS INTERVIEW SCHEDULED",2013,http://agency.governmentjobs.com/wcupa/default.cfm | https://chroniclevitae.com/jobs/0000810531-01#sthash.lcmJQn6Q.dpuf,TT,Rhetoric/Composition,Wiki,http://agency.governmentjobs.com/wcupa/default.cfm | https://chroniclevitae.com/jobs/0000810531-01#sthash.lcmJQn6Q.dpuf
West Virginia University Institute of Technology - TT Asst. Professor - CAMPUS INTERVIEW SCHEDULED,2013,http://hr.wvutech.edu/employment_opportunities | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175844368&Title=Assistant%20Professor%20of%20English,TT,Rhetoric/Composition,Wiki,http://hr.wvutech.edu/employment_opportunities | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175844368&Title=Assistant%20Professor%20of%20English
Wichita State University (KS) - TT Assistant Professor of Composition Studies - CAMPUS INTERVIEWS SCHEDULED,2013,http://www.wichita.edu/english | https://apply.interfolio.com/24393,TT,Rhetoric/Composition,Wiki,http://www.wichita.edu/english | https://apply.interfolio.com/24393
Wright State Univeristy - Lake Campus (OH)  - Full-Time Instructor of English (non-TT),2013,http://jobs.wright.edu/postings/7482by | http://www.wright.edu/lake/,Non-TT,Rhetoric/Composition,Wiki,http://jobs.wright.edu/postings/7482by | http://www.wright.edu/lake/
Albany State University (GA) - TT Asst. Professor of English,2013,,TT,Rhetoric/Composition,Wiki,
"Alfred State College (NY) - TT Asst. Professor, Rhetoric and Composition - CAMPUS INTERVIEWS SCHEDULED",2013,http://www.alfredstate.edu/student-services/annual-security-and-fire-safety-report | http://alfredstate.interviewexchange.com/jobofferdetails.jsp?JOBID=44920 | https://chroniclevitae.com/jobs/0000808978-01#sthash.pScuHBlR.dpuf,TT,Rhetoric/Composition,Wiki,http://www.alfredstate.edu/student-services/annual-security-and-fire-safety-report | http://alfredstate.interviewexchange.com/jobofferdetails.jsp?JOBID=44920 | https://chroniclevitae.com/jobs/0000808978-01#sthash.pScuHBlR.dpuf
"Alfred State College (NY) - TT Asst. Professor, Technical Writing - PHONE INTERVIEW SCHEDULED",2013,http://www.alfredstate.edu/student-services/annual-security-and-fire-safety-report | http://alfredstate.interviewexchange.com/jobofferdetails.jsp?JOBID=44708 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175828320&Title=Assistant%20Professor%20of%20English%2C%20Technical%20Writing,TT,Rhetoric/Composition,Wiki,http://www.alfredstate.edu/student-services/annual-security-and-fire-safety-report | http://alfredstate.interviewexchange.com/jobofferdetails.jsp?JOBID=44708 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175828320&Title=Assistant%20Professor%20of%20English%2C%20Technical%20Writing
Alma College (MI) - TT Asst. Professor / Director of Writing Center,2013,http://main.hercjobs.org/jobs/5785128/assistant-professor-of-english-director-of-the-writing-center,TT,Rhetoric/Composition,Wiki,http://main.hercjobs.org/jobs/5785128/assistant-professor-of-english-director-of-the-writing-center
"Alvernia University (PA) - TT Position, Writing and Rhetoric / Writing Program Dir. - OFFER ACCEPTED",2013,mailto:human.resources@alvernia.edu | https://chroniclevitae.com/jobs/0000806828-01#sthash.Qj86vvu6.dpuf,TT,Rhetoric/Composition,Wiki,mailto:human.resources@alvernia.edu | https://chroniclevitae.com/jobs/0000806828-01#sthash.Qj86vvu6.dpuf
American University of Sharjah (United Arab Emirates) - Faculty Positions in Dept. of Writing Studies,2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175824314&Title=Faculty%20Position%20in%20the%20Department%20of%20Writing%20Studies,Unknown,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175824314&Title=Faculty%20Position%20in%20the%20Department%20of%20Writing%20Studies
Appalachian State University (NC) - TT Assistant or Associate Professor - Professional Writing - SKYPE INTERVIEW SCHEDULED,2013,http://chronicle.com/jobs/0000799734-01/#sthash.gZfWa2yA.dpuf | http://www2.wataugademocrat.com/News/story/Report-ASU-faculty-morale-worse-than-5-years-ago-id-010701,TT,Rhetoric/Composition,Wiki,http://chronicle.com/jobs/0000799734-01/#sthash.gZfWa2yA.dpuf | http://www2.wataugademocrat.com/News/story/Report-ASU-faculty-morale-worse-than-5-years-ago-id-010701
"Auburn University (AL) - TT Asst. Professor, Rhetoric and Composition - POSITION FILLED",2013,https://chroniclevitae.com/jobs/0000807879-01#sthash.k54DJWk5.dpuf,TT,Rhetoric/Composition,Wiki,https://chroniclevitae.com/jobs/0000807879-01#sthash.k54DJWk5.dpuf
"Auburn University (AL) - TT Adv. Asst./Assoc. Professor, Rhet/Comp (FYC/WPA) - CAMPUS INTERVIEW SCHEDULED",2013,https://chroniclevitae.com/jobs/0000807881-01#sthash.mNrZl1Rl.dpuf,TT,Rhetoric/Composition,Wiki,https://chroniclevitae.com/jobs/0000807881-01#sthash.mNrZl1Rl.dpuf
Ball State University (IN) - TT Assistant Professor/Rhetoric and Composition - ONLINE INTERVIEW SCHEDULED,2013,https://apply.interfolio.com/23639,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/23639
Barry University (FL) - Assistant Professor of English (Comp/Rhet) & Coordinator of Multilingual Writing Pedagogy - CAMPUS INTERVIEWS SCHEDULED,2013,https://apply.interfolio.com/24041,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/24041
Barry University (FL) - Assistant Professor of English (Composition/Rhetoric) -- SKYPE INTERVIEWS SCHEDULED,2013,https://apply.interfolio.com/24039,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/24039
"Baruch College, CUNY - TT Asst. or Assoc. Professor and Director of the Writing Program - OFFER ACCEPTED",2013,mailto:english.searchWD@baruch.cuny.edu | https://apply.interfolio.com/23462,TT,Rhetoric/Composition,Wiki,mailto:english.searchWD@baruch.cuny.edu | https://apply.interfolio.com/23462
"Blackburn College (IL) - TT Professor, Professional Writing and Business Communications - PHONE INTERVIEWS SCHEDULED",2013,http://chronicle.com/jobs/0000800203-01/ | https://chroniclevitae.com/jobs/0000820244-01,TT,Rhetoric/Composition,Wiki,http://chronicle.com/jobs/0000800203-01/ | https://chroniclevitae.com/jobs/0000820244-01
Bloomsburg University (PA) - TT Assistant Professor of English (Writing in the Disciplines; Writing Assessment) - CAMPUS INTERVIEW SCHEDULED,2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175792710&Title=Bloomsburg%20University%20of%20PA%20%2D%20Full%2Dtime%2C%20Tenure%20track%20English%20Professor,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175792710&Title=Bloomsburg%20University%20of%20PA%20%2D%20Full%2Dtime%2C%20Tenure%20track%20English%20Professor
Bridgewater State University (MA) - TT Assistant Professor of Rhetoric and Composition - PHONE INTERVIEW SCHEDULED,2013,http://careers.insidehighered.com/bridgewater-state-university/dept-english-assistant-professor-rhetoric-and-composition-full-time-tenure-track/jobs/512403,TT,Rhetoric/Composition,Wiki,http://careers.insidehighered.com/bridgewater-state-university/dept-english-assistant-professor-rhetoric-and-composition-full-time-tenure-track/jobs/512403
"California Polytechnic State University - San Luis Obispo - TT Asst. Professor, Technical and Professional Communication - OFFER ACCEPTED",2013,http://www.calpolyjobs.org/applicants/Central?quickFind=163422,TT,Rhetoric/Composition,Wiki,http://www.calpolyjobs.org/applicants/Central?quickFind=163422
"California State University-Chico - Assistant or Associate Professor, Composition and Rhetoric - OFFER ACCEPTED",2013,http://www.csuchico.edu/vpaa/FA/Forms/FacultyEmplApp.doc | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175802417&Title=Assistant%20or%20Associate%20Professor%20%2D%20Composition%20and%20Rhetoric,TT,Rhetoric/Composition,Wiki,http://www.csuchico.edu/vpaa/FA/Forms/FacultyEmplApp.doc | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175802417&Title=Assistant%20or%20Associate%20Professor%20%2D%20Composition%20and%20Rhetoric
"California State University-Long Beach - Assoc. or Full Professor of English and Director, Writing Across the Curriculum - OFFER ACCEPTED. ",2013,https://apply.interfolio.com/23280 | http://www.csulb.edu/colleges/cla/departments/english/employment/ | http://www.csulb.edu/division/aa/personnel/ | http://www.csulb.edu/divisions/aa/personnel/jobs/posting/2081/,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/23280 | http://www.csulb.edu/colleges/cla/departments/english/employment/ | http://www.csulb.edu/division/aa/personnel/ | http://www.csulb.edu/divisions/aa/personnel/jobs/posting/2081/
"California State University-Northridge - TT Asst. Professor, Developmental Composition - POSITION FILLED",2013,http://www.csun.edu/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175811705&Title=Assistant%20Professor%20%2D%20English,TT,Rhetoric/Composition,Wiki,http://www.csun.edu/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175811705&Title=Assistant%20Professor%20%2D%20English
Carilion Clinic / Jefferson College of Health Sciences - Full-Time Faculty Position in English,2013,http://www.Click2Apply.net/pfgzvqw | https://apply.interfolio.com/23803,Unknown,Rhetoric/Composition,Wiki,http://www.Click2Apply.net/pfgzvqw | https://apply.interfolio.com/23803
Central Connecticut State University - TT Asst. / Assoc. Professor - OFFER ACCEPTED,2013,http://www.ccsu.edu/jobs | http://chronicle.com/jobs/0000798743-01/,TT,Rhetoric/Composition,Wiki,http://www.ccsu.edu/jobs | http://chronicle.com/jobs/0000798743-01/
Champlain College (VT) - Asst. Professor of Rhetoric - CAMPUS INTERVIEW DECLINED /  NEW DEADLINE POSTED,2013,http://www.champlain.edu/hr | http://www.champlain.edu/undergraduate-studies/majors-and-programs/academic-divisions/core-division.html | http://main.hercjobs.org/jobs/5667574/assistant-professor-of-rhetoric-core-division | http://main.hercjobs.org/jobs/5887371/assistant-professor-interdisciplinary-core-division,TT,Rhetoric/Composition,Wiki,http://www.champlain.edu/hr | http://www.champlain.edu/undergraduate-studies/majors-and-programs/academic-divisions/core-division.html | http://main.hercjobs.org/jobs/5667574/assistant-professor-of-rhetoric-core-division | http://main.hercjobs.org/jobs/5887371/assistant-professor-interdisciplinary-core-division
Christian Brothers University (TN) - Asst. Professor of English or Rhet/Comp (Non-TT) - CAMPUS VISIT SCHEDULED,2013,mailto:hrjobs@cbu.edu | https://apply.interfolio.com/23772 | http://www.cbu.edu/jobdescriptions/assistantprof-english.html,TT,Rhetoric/Composition,Wiki,mailto:hrjobs@cbu.edu | https://apply.interfolio.com/23772 | http://www.cbu.edu/jobdescriptions/assistantprof-english.html
"Christopher Newport University - Lecturer in English, Environmental Rhetoric & Science Writing (Full-Time/Non-TT)",2013,,Non-TT,Rhetoric/Composition,Wiki,
"Christopher Newport University - TT Asst. Professor, Rhetoric and Comp. - OFFER ACCEPTED",2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175811685&Title=Assistant%20Professor%20of%20English%20%28Rhetoric%20%26%20Composition%29,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175811685&Title=Assistant%20Professor%20of%20English%20%28Rhetoric%20%26%20Composition%29
"City College of New York, CUNY - TT Assistant and Associate Professors in Composition and Rhetoric (English, 2 Positions) - CAMPUS INTERVIEW SCHEDULED",2013,http://chronicle.com/jobs/0000795082-01/ | http://careers.insidehighered.com/city-college-new-york/assistant-and-associate-professor-2-positions-composition-rhetoric-english/jobs/546898,TT,Rhetoric/Composition,Wiki,http://chronicle.com/jobs/0000795082-01/ | http://careers.insidehighered.com/city-college-new-york/assistant-and-associate-professor-2-positions-composition-rhetoric-english/jobs/546898
Clayton State University (GA) - TT Assistant or Associate Professorship in English - CAMPUS INTERVIEWS SCHEDULED,2013,https://clayton.peopleadmin.com/postings/3485 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175801451&Title=Tenure%2DTrack%20Assistant%20or%20Associate%20Professorship%20in%20English,TT,Rhetoric/Composition,Wiki,https://clayton.peopleadmin.com/postings/3485 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175801451&Title=Tenure%2DTrack%20Assistant%20or%20Associate%20Professorship%20in%20English
"Clemson University (SC) - Digital Rhetorics, Comparative Media, and Civic Culture (Two TT Positions)",2013,,TT,Rhetoric/Composition,Wiki,
Coastal Carolina University - TT Assistant Professor of English - Composition and Rhetoric - OFFER ACCEPTED ,2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175800677&Title=Assistant%20Professor%20of%20English%20%2D%20Composition%20and%20Rhetoric,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175800677&Title=Assistant%20Professor%20of%20English%20%2D%20Composition%20and%20Rhetoric
"Coe College (IA) - TT Asst Professor, Rhetoric / WAC Coordinator - PHONE INTERVIEWS HELD",2013,http://apply.interfolio.com/23589 | http://www.coe.edu/aboutcoe/employment#rhetoric,TT,Rhetoric/Composition,Wiki,http://apply.interfolio.com/23589 | http://www.coe.edu/aboutcoe/employment#rhetoric
"College of Staten Island, CUNY - TT Assistant or Associate Professor - Composition & Rhetoric - SEARCH CANCELLED",2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175820637&Title=Assistant%20or%20Associate%20Professor%20%2D%20Composition%20%26%20Rhetoric%20%2D%20ID%23%209530 | https://apply.interfolio.com/23822,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175820637&Title=Assistant%20or%20Associate%20Professor%20%2D%20Composition%20%26%20Rhetoric%20%2D%20ID%23%209530 | https://apply.interfolio.com/23822
"College of Staten Island, CUNY - TT Associate Professor - Composition & Rhetoric",2013,https://apply.interfolio.com/23941,TT,Rhetoric/Composition,Wiki,https://apply.interfolio.com/23941
Colorado State University - TT Assistant Professor of English in Rhetoric and Composition (Spec. in Digital Rhetorics) - OFFER MADE,2013,https://secure.interfolio.com/apply/21962 | http://www.colostate.edu/cgi-bin/cgiwrap/cwis202/db.cgi?db=jobs&uid=faculty&college=Liberal%20Arts&sb=10&so=descend&view_records=1&nh=2&mh=1,TT,Rhetoric/Composition,Wiki,https://secure.interfolio.com/apply/21962 | http://www.colostate.edu/cgi-bin/cgiwrap/cwis202/db.cgi?db=jobs&uid=faculty&college=Liberal%20Arts&sb=10&so=descend&view_records=1&nh=2&mh=1
Colorado State University - TT Assistant Professor of English in Rhetoric and Composition (spec. in Public Rhetorics) - CAMPUS INTERVIEW SCHEDULED,2013,https://secure.interfolio.com/apply/21963 | http://www.colostate.edu/cgi-bin/cgiwrap/cwis202/db.cgi?db=jobs&uid=faculty&college=Liberal%20Arts&sb=10&so=descend&view_records=1&nh=4&mh=1,TT,Rhetoric/Composition,Wiki,https://secure.interfolio.com/apply/21963 | http://www.colostate.edu/cgi-bin/cgiwrap/cwis202/db.cgi?db=jobs&uid=faculty&college=Liberal%20Arts&sb=10&so=descend&view_records=1&nh=4&mh=1
Columbia College (SC) - TT Asst. Professor of English - POSITION FILLED,2013,http://chronicle.com/jobs/0000789764-01/,TT,Rhetoric/Composition,Wiki,http://chronicle.com/jobs/0000789764-01/
Cottey College - TT Asst. Professor of English - MLA INTERVIEW SCHEDULED,2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175794338&Title=Assistant%20Professor%20of%20English,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175794338&Title=Assistant%20Professor%20of%20English
Daemen College (NY) - TT Assistant Professor of Rhetoric and Composition - SKYPE INTERVIEWS HELD,2013,http://daemen.applicantpro.com/jobs/49265-13996.html,TT,Rhetoric/Composition,Wiki,http://daemen.applicantpro.com/jobs/49265-13996.html
Dartmouth College - Assistant or Associate Director of Institute for Writing and Rhetoric (Non-TT),2013,http://apply.interfolio.com/23947,Non-TT,Rhetoric/Composition,Wiki,http://apply.interfolio.com/23947
DeSales University - Asst. Professor and Dir. of Freshman Writing (Non-TT) - CAMPUS INTERVIEW SCHEDULED,2013,http://www.desales.edu/ | https://apply.interfolio.com/23476,TT,Rhetoric/Composition,Wiki,http://www.desales.edu/ | https://apply.interfolio.com/23476
Drexel University (PA) - TT Advanced Assistant/Associate Professor of Composition & Rhetoric & Director of First-Year Writing,2013,http://www.drexel.edu/coas.engphil | https://apply.interfolio.com/24189,TT,Rhetoric/Composition,Wiki,http://www.drexel.edu/coas.engphil | https://apply.interfolio.com/24189
Eastern Connecticut State University - Assistant Professor - Writing in New Media - OFFER ACCEPTED,2013,mailto:englishsearch@easternct.edu | http://www.easternct.edu/humanresources/faculty.html#Media,TT,Rhetoric/Composition,Wiki,mailto:englishsearch@easternct.edu | http://www.easternct.edu/humanresources/faculty.html#Media
Embry-Riddle University (FL) - TT Asst. Professor of Composition (emph. on teaching non-native English speakers) - CAMPUS INTERVIEW SCHEDULED,2013,http://erau.edu/jobs | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175821410&Title=Assistant%20Professor%20of%20Composition,TT,Rhetoric/Composition,Wiki,http://erau.edu/jobs | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175821410&Title=Assistant%20Professor%20of%20Composition
"Embry-Riddle University, Daytona Beach Campus (FL) - TT Assistant Professor of Composition and Humanities",2013,,TT,Rhetoric/Composition,Wiki,
"Fashion Institute of Technology (SUNY) - TT Faculty, Digital Rhetoric and Writing - NO OFFER MADE / POSTPONED UNTIL 2014-15",2013,http://fitnyc.interviewexchange.com/jobofferdetails.jsp?JOBID=42708 | http://fitnyc.interviewexchange.com/jobofferdetails.jsp?JOBID=42708,TT,Rhetoric/Composition,Wiki,http://fitnyc.interviewexchange.com/jobofferdetails.jsp?JOBID=42708 | http://fitnyc.interviewexchange.com/jobofferdetails.jsp?JOBID=42708
Ferris State University (MI) - TT Asst Professor of English – Medical or Health Professions Writing Specialist,2013,https://employment.ferris.edu/applicants/Central?quickFind=52018 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175830491&Title=Assistant%20Professor%20of%20English%20–%20Medical%20or%20Health%20Professions%20Writing%20Specialist%20%289%20mos%2E%20Tenure%2Dtrack%29%2E,TT,Rhetoric/Composition,Wiki,https://employment.ferris.edu/applicants/Central?quickFind=52018 | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175830491&Title=Assistant%20Professor%20of%20English%20–%20Medical%20or%20Health%20Professions%20Writing%20Specialist%20%289%20mos%2E%20Tenure%2Dtrack%29%2E
"Florida Gulf Coast University - Rhetoric & Composition, Assistant Professor - SEARCH CANCELED",2013,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175793730&Title=Rhetoric%20%26%20Composition%2C%20Assistant%20Professor%2C%20Req%2E%20%231865,TT,Rhetoric/Composition,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175793730&Title=Rhetoric%20%26%20Composition%2C%20Assistant%20Professor%2C%20Req%2E%20%231865
"Francis Marion University (SC) - TT Asst. professor, Rhet/Comp - SKYPE INTERVIEWS SCHEDULED",2013,http://www.fmarion.edu/about/positions/article376176.htm?body=1,TT,Rhetoric/Composition,Wiki,http://www.fmarion.edu/about/positions/article376176.htm?body=1
