JobTitle,JobYear,JobLink,JobType,JobField,JobSource,JobLink_norm,FieldAlias,Count
AWP Interviews/Poetry,2011,,Unknown,CreativeWriting,Wiki,,CreativeWriting,1488
AWP Interviews - Fiction,2011,,Unknown,CreativeWriting,Wiki,,CreativeWriting,1488
AWP Interviews - Non-Fiction,2011,,Unknown,CreativeWriting,Wiki,,CreativeWriting,1488
SCHOOLS THAT HAVE SCHEDULED INTERVIEWS (MLA / Phone),2011,,Unknown,CreativeWriting,Wiki,,CreativeWriting,1488
Publications,2011,,Unknown,CreativeWriting,Wiki,,CreativeWriting,1488
Question About Having Two MFAs:,2011,,Unknown,CreativeWriting,Wiki,,CreativeWriting,1488
Who Would Win????,2011,http://www.helonhabila.com/About.html,Unknown,CreativeWriting,Wiki,http://www.helonhabila.com/About.html,CreativeWriting,1488
SUGGESTIONS,2011,https://www.wikia.org/ | https://www.wikia.org/do-not-sell-my-info | https://www.wikia.org/do-not-sell-my-info,Unknown,CreativeWriting,Wiki,https://www.wikia.org/ | https://www.wikia.org/do-not-sell-my-info | https://www.wikia.org/do-not-sell-my-info,CreativeWriting,1488
Asbury University (KY) - Fiction & American Lit,2012,,Unknown,CreativeWriting,Wiki,,CreativeWriting,1488
"Brooklyn College, CUNY - OFFER MADE",2012,https://home.cunyfirst.cuny.edu/psp/cnyepprd/GUEST/HRMS/c/HRS_HRAM.HRS_CE.GBL?jtsrc=http%3A%2F%2Fwww%2Einsidehighered%2Ecom%2Fcareer%2Fseekers&jtsrcid=3864&jtrfr=http%3A%2F%2Fwww%2Einsidehighered%2Ecom%2Fcareer%2Fseekers%2Fposts%2Fview%2F239176 | mailto:BCjobs@brooklyn.cuny.edu | http://www.insidehighered.com/career/seekers/posts/view/239176,Unknown,CreativeWriting,Wiki,https://home.cunyfirst.cuny.edu/psp/cnyepprd/GUEST/HRMS/c/HRS_HRAM.HRS_CE.GBL?jtsrc=http%3A%2F%2Fwww%2Einsidehighered%2Ecom%2Fcareer%2Fseekers&jtsrcid=3864&jtrfr=http%3A%2F%2Fwww%2Einsidehighered%2Ecom%2Fcareer%2Fseekers%2Fposts%2Fview%2F239176 | mailto:BCjobs@brooklyn.cuny.edu | http://www.insidehighered.com/career/seekers/posts/view/239176,CreativeWriting,1488
Evergreen College (WA) - Fiction,2012,http://fir.evergreen.edu/facultyemployment/facultyhiring/appform.php?position=Creative%20Writing2012,Unknown,CreativeWriting,Wiki,http://fir.evergreen.edu/facultyemployment/facultyhiring/appform.php?position=Creative%20Writing2012,CreativeWriting,1488
Rhode Island College - OFFER ACCEPTED,2012,https://employment.ric.edu/,Unknown,CreativeWriting,Wiki,https://employment.ric.edu/,CreativeWriting,1488
University of Southern Mississippi (Fiction Writer) - POSITION FILLED,2012,http://www.usm.edu/employment‑hr/,Unknown,CreativeWriting,Wiki,http://www.usm.edu/employment‑hr/,CreativeWriting,1488
University of Utah - CAMPUS INTERVIEW SCHEDULED,2012,http://utah.peopleadmin.com/postings/9665,Unknown,CreativeWriting,Wiki,http://utah.peopleadmin.com/postings/9665,CreativeWriting,1488
Warren Wilson College (NC) - CAMPUS INTERVIEW SCHEDULED,2012,http://chronicle.com/jobs/0000693960-01/,Unknown,CreativeWriting,Wiki,http://chronicle.com/jobs/0000693960-01/,CreativeWriting,1488
West Chester University (PA) - Fiction - CAMPUS INTERVIEW SCHEDULED,2012,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175562630&Title=Tenure%2DTrack%20Assistant%20Professor%20of%20English%20%2D%20Creative%20Writing%2FFiction%20Specialist,Unknown,CreativeWriting,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175562630&Title=Tenure%2DTrack%20Assistant%20Professor%20of%20English%20%2D%20Creative%20Writing%2FFiction%20Specialist,CreativeWriting,1488
University of Missouri‑St. Louis - OFFER ACCEPTED,2012,,Unknown,CreativeWriting,Wiki,,CreativeWriting,1488
University of Southern Mississippi (Poet) - OFFER MADE & ACCEPTED,2012,http://www.usm.edu/employment‑hr/,Unknown,CreativeWriting,Wiki,http://www.usm.edu/employment‑hr/,CreativeWriting,1488
Bennington College - Two Positions in Literature - FULL-TIME POSITION ACCEPTED,2012,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175567548&Title=Literature%20Faculty,Unknown,CreativeWriting,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175567548&Title=Literature%20Faculty,CreativeWriting,1488
Georgia College and State University (Fiction / Non-Fiction) - OFFER ACCEPTED,2012,https://www.gcsujobs.com/applicants/Central?quickFind=52496&jtsrc=www.higheredjobs.com&jtrfr=www.peopleadmin.com&adorig=PA,Unknown,CreativeWriting,Wiki,https://www.gcsujobs.com/applicants/Central?quickFind=52496&jtsrc=www.higheredjobs.com&jtrfr=www.peopleadmin.com&adorig=PA,CreativeWriting,1488
John Brown University (AR) - OFFER ACCEPTED,2012,,Unknown,CreativeWriting,Wiki,,CreativeWriting,1488
"Siena College, NY - Fiction/Non-Fiction - OFFER MADE",2012,http://interfolio.com/universities/partners/SienaAPWriting.cfm | http://chronicle.com/jobs/0000691753-01/,Unknown,CreativeWriting,Wiki,http://interfolio.com/universities/partners/SienaAPWriting.cfm | http://chronicle.com/jobs/0000691753-01/,CreativeWriting,1488
Texas A&M University-Central Texas - CANCELLED,2012,https://www.tamuctjobs.com/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175605262&Title=Assistant%20Professor%20of%20English,Unknown,CreativeWriting,Wiki,https://www.tamuctjobs.com/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175605262&Title=Assistant%20Professor%20of%20English,CreativeWriting,1488
Utah State University - Creative Writing + English Teaching - CAMPUS INTERVIEW SCHEDULED,2012,https://jobs.usu.edu/,Unknown,CreativeWriting,Wiki,https://jobs.usu.edu/,CreativeWriting,1488
"University of Illinois, Champaign-Urbana",2011,https://jobs.illinois.edu/default.cfm?page=job&jobID=3239,Unknown,Children%27s,Wiki,https://jobs.illinois.edu/default.cfm?page=job&jobID=3239,Children%27s,112
University of Northern Colorado,2011,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175482936,Unknown,Children%27s,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175482936,Children%27s,112
Washburn University (KS),2011,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175479993,Unknown,Children%27s,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175479993,Children%27s,112
Aichi University (Japan),2011,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175453406,Unknown,Generalist,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175453406,Generalist,816
Claremont McKenna College,2011,https://webapps.cmc.edu/jobs/staff/staff_opening_detail.php?PostingID=M935,Unknown,Generalist,Wiki,https://webapps.cmc.edu/jobs/staff/staff_opening_detail.php?PostingID=M935,Generalist,816
"Grant MacEwan University (Alberta, Canada)",2011,http://www.macewan.ca/web/services/hr/jobs/detailspage.cfm?id=12358&MenuOption=0&Line=16,Unknown,Generalist,Wiki,http://www.macewan.ca/web/services/hr/jobs/detailspage.cfm?id=12358&MenuOption=0&Line=16,Generalist,816
Koç University (Istanbul),2011,http://chronicle.com/jobs/0000660023-01 | http://www.ku.edu.tr/ku/index.php?option=com_content&task=view&id=4571&Itemid=3726,Unknown,Generalist,Wiki,http://chronicle.com/jobs/0000660023-01 | http://www.ku.edu.tr/ku/index.php?option=com_content&task=view&id=4571&Itemid=3726,Generalist,816
Luther College (IA),2011,http://www.luther.edu/academics/dean/openings/,Unknown,Generalist,Wiki,http://www.luther.edu/academics/dean/openings/,Generalist,816
Mars Hill College,2011,http://chronicle.com/jobs/0000660495-01,Unknown,Generalist,Wiki,http://chronicle.com/jobs/0000660495-01,Generalist,816
Meredith College (NC),2011,,Unknown,Generalist,Wiki,,Generalist,816
Trinity International University (Illinois),2011,http://chronicle.com/jobs/0000643139-01,Unknown,Generalist,Wiki,http://chronicle.com/jobs/0000643139-01,Generalist,816
Wartburg College (IA),2011,http://chronicle.com/jobs/0000652289-01/,Unknown,Generalist,Wiki,http://chronicle.com/jobs/0000652289-01/,Generalist,816
Azusa Pacific University - 2 full-time faculty positions - MLA INTERVIEW SCHEDULED,2012,http://www.apu.edu/provost/employment/positions/ | http://www.apu.edu/provost/employment/positions/17876/,Unknown,Generalist,Wiki,http://www.apu.edu/provost/employment/positions/ | http://www.apu.edu/provost/employment/positions/17876/,Generalist,816
"Bard College - MAT Program (Delano, California) - SKYPE INTERVIEWS SCHEDULED",2012,http://www.bard.edu/mat/ | http://chronicle.com/jobs/0000705478-01/,Unknown,Generalist,Wiki,http://www.bard.edu/mat/ | http://chronicle.com/jobs/0000705478-01/,Generalist,816
"Brigham Young - Open Rank, Open Area",2012,,Unknown,Generalist,Wiki,,Generalist,816
Franklin College (IN) - Creative Writing + Modern World Lit - OFFER ACCEPTED,2012,,Unknown,Generalist,Wiki,,Generalist,816
Lourdes University (OH),2012,mailto:resume@lourdes.edu | http://chronicle.com/jobs/0000702994-01/,Unknown,Generalist,Wiki,mailto:resume@lourdes.edu | http://chronicle.com/jobs/0000702994-01/,Generalist,816
Manor College (PA),2012,,Unknown,Generalist,Wiki,,Generalist,816
Notre Dame of Maryland University - tenure-track Assistant - POSITION FILLED,2012,,Unknown,Generalist,Wiki,,Generalist,816
Concordia University-Portland - Full-Time English Faculty,2014,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175851588&Title=English,Unknown,Generalist,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175851588&Title=English,Generalist,816
Milwaukee School of Engineering (WI) - Full-Time General Studies Faculty,2014,https://apply.interfolio.com/24443,Unknown,Generalist,Wiki,https://apply.interfolio.com/24443,Generalist,816
Texas A&M International University - Assistant Professional in English (Non-TT),2014,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175839313&Title=Assistant%20Professional%20in%20English,Unknown,Generalist,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175839313&Title=Assistant%20Professional%20in%20English,Generalist,816
"Bilkent University (Turkey) - Open Rank, Program in Cultures, Civilizations and Ideas - MLA / SKYPE INTERVIEWS SCHEDULED",2014,http://www.bilkent.edu.tr/%7Ecci/CCI/Home.html | mailto:jobsearch.cci@gmail.com | mailto:lbarry@bilkent.edu.tr | https://apply.interfolio.com/22716,Unknown,Generalist,Wiki,http://www.bilkent.edu.tr/%7Ecci/CCI/Home.html | mailto:jobsearch.cci@gmail.com | mailto:lbarry@bilkent.edu.tr | https://apply.interfolio.com/22716,Generalist,816
Dordt College (IA) - English Generalist,2014,http://dordt.edu/prospective_employees/faculty/ | https://apply.interfolio.com/23653,Unknown,Generalist,Wiki,http://dordt.edu/prospective_employees/faculty/ | https://apply.interfolio.com/23653,Generalist,816
Quest University Canada (BC) - Humanities Full-Time Faculty Position - Contemporary Cultural Life,2014,mailto:humfaculty@questu.ca | http://www.questu.ca/employment/faculty_openings/contemporary_cultural_life.php | https://www.h-net.org/jobs/job_display.php?id=48097,Unknown,Generalist,Wiki,mailto:humfaculty@questu.ca | http://www.questu.ca/employment/faculty_openings/contemporary_cultural_life.php | https://www.h-net.org/jobs/job_display.php?id=48097,Generalist,816
Spartanburg Methodist College (SC) - TT/Full-Time English/British Literature Faculty (pref. Early British),2015,http://www.smcsc.edu/employment-opportunities/mathematics-economics-english/ | https://chroniclevitae.com/jobs/0000858946-01,Unknown,Generalist,Wiki,http://www.smcsc.edu/employment-opportunities/mathematics-economics-english/ | https://chroniclevitae.com/jobs/0000858946-01,Generalist,816
Brigham Young University-Hawaii (HI) - Open Rank Position in English,2015,https://apply.interfolio.com/26799,Unknown,Generalist,Wiki,https://apply.interfolio.com/26799,Generalist,816
Grove City College (PA) - Full-Time Writing Faculty (3 Positions) - CAMPUS INTERVIEWS SCHEDULED,2015,http://www.gcc.edu/about/whoweare/Pages/Mission.aspx | https://apply.interfolio.com/28009,Unknown,Generalist,Wiki,http://www.gcc.edu/about/whoweare/Pages/Mission.aspx | https://apply.interfolio.com/28009,Generalist,816
Mount Aloysius College (PA) - Full-Time English Faculty (Generalist) - CAMPUS INTERVIEW SCHEDULED,2015,http://www.mtaloy.edu/jobs/ | https://apply.interfolio.com/27929,Unknown,Generalist,Wiki,http://www.mtaloy.edu/jobs/ | https://apply.interfolio.com/27929,Generalist,816
Sacred Heart University (CT) - Full-Time English Faculty - POSITION DELETED,2015,mailto:info.english@sacredheart.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175947180&Title=English%20Faculty,Unknown,Generalist,Wiki,mailto:info.english@sacredheart.edu | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175947180&Title=English%20Faculty,Generalist,816
Thomas University (GA) - Full-Time English Faculty (Generalist),2015,mailto:dcamon@thomasu.edu | https://www.formstack.com/forms/?551823-8zkgATfWbB | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175974155&Title=Faculty%20Position%20in%20English,Unknown,Generalist,Wiki,mailto:dcamon@thomasu.edu | https://www.formstack.com/forms/?551823-8zkgATfWbB | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175974155&Title=Faculty%20Position%20in%20English,Generalist,816
"University of California Santa Barbara (CA) - Full-Time LSOE or LPSOE, College of Creative Studies and the Writing Program of the College of Letters and Science - SKYPE INTERVIEWS SCHEDULED",2015,https://recruit.ap.ucsb.edu/apply/JPF00406 | https://ccs.ucsb.edu/news-and-events/news/new-writing-and-literature-faculty-position | https://chroniclevitae.com/jobs/0000857917-01,Unknown,Generalist,Wiki,https://recruit.ap.ucsb.edu/apply/JPF00406 | https://ccs.ucsb.edu/news-and-events/news/new-writing-and-literature-faculty-position | https://chroniclevitae.com/jobs/0000857917-01,Generalist,816
West Virginia University (WV) - Open Field Endowed Chair of English,2015,https://chroniclevitae.com/jobs/0000841089-01#sthash.dDG26bfB.dpuf,Unknown,Generalist,Wiki,https://chroniclevitae.com/jobs/0000841089-01#sthash.dDG26bfB.dpuf,Generalist,816
"Bilkent University (TURKEY) - Open Rank - Cultures, Civilizations & Ideas (Multiple Positions) - MLA INTERVIEW STAGE",2016,https://apply.interfolio.com/31928,Unknown,Generalist,Wiki,https://apply.interfolio.com/31928,Generalist,816
Brigham Young University (UT) - Continuing Status Faculty Positions in English,2016,https://apply.interfolio.com/31248,Unknown,Generalist,Wiki,https://apply.interfolio.com/31248,Generalist,816
New York University (NY) - Full-Time Faculty - Liberal Studies (Writing Studies),2016,http://www.nyu.edu/projects/mediamosaic/1516LSJobs/,Unknown,Generalist,Wiki,http://www.nyu.edu/projects/mediamosaic/1516LSJobs/,Generalist,816
Becker College (MA) - Full-Time Humanities Faculty Position (incl. Literature and Creative Writing),2017,http://www.huffingtonpost.com/robert-e-johnson/the-university-class-of-2_b_9704960.html | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176335218&Title=FACULTY%20POSITION%20-Humanities%20Division,Unknown,Generalist,Wiki,http://www.huffingtonpost.com/robert-e-johnson/the-university-class-of-2_b_9704960.html | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176335218&Title=FACULTY%20POSITION%20-Humanities%20Division,Generalist,816
Northwestern University in Qatar (NU-Q) - Two Faculty Positions in Composition and Literature - MLA INTERVIEW STAGE,2017,https://www.h-net.org/jobs/job_display.php?id=53884,Unknown,Generalist,Wiki,https://www.h-net.org/jobs/job_display.php?id=53884,Generalist,816
West Virginia University at Parkersburg (WV) - Two Faculty Positions in English,2017,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176417299&Title=English%20Faculty%20%282%20positions%29%2016-031%20%26%2017-012 | http://www.wvup.edu/about/humanresources/ | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176363091&Title=English%20Faculty%20%282%20positions%29%2016-031%20%26%2017-012,Unknown,Generalist,Wiki,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176417299&Title=English%20Faculty%20%282%20positions%29%2016-031%20%26%2017-012 | http://www.wvup.edu/about/humanresources/ | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176363091&Title=English%20Faculty%20%282%20positions%29%2016-031%20%26%2017-012,Generalist,816
Minerva Schools at Keck Graduate Inst. (CA) - Faculty - Humanities: Literature - MLA INTERVIEW STAGE,2017,https://apply.interfolio.com/39637,Unknown,Generalist,Wiki,https://apply.interfolio.com/39637,Generalist,816
Armstrong Atlantic SU,2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
Columbia University,2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
Franklin College,2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
"Hunter College, CUNY",2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
Lander University,2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
Louisville,2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
Marygrove College,2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
Michigan State,2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
Notre Dame,2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
Oakland University,2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
Salem State College (MA),2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
Villa Julie College,2011,,Unknown,"Drama, Speech, Film %26 New Media",Wiki,,"Drama, Speech, Film %26 New Media",13
Wofford College,2011,https://www.wikia.org/ | https://www.wikia.org/do-not-sell-my-info | https://www.wikia.org/do-not-sell-my-info,Unknown,"Drama, Speech, Film %26 New Media",Wiki,https://www.wikia.org/ | https://www.wikia.org/do-not-sell-my-info | https://www.wikia.org/do-not-sell-my-info,"Drama, Speech, Film %26 New Media",13
Arizona State University (Barrett Honors College),2011,https://exchange.asu.edu/exchweb/bin/redir.asp?URL=http://www.eoaa.asu.edu/jobop/jobop.asp,Unknown,Environmental,Wiki,https://exchange.asu.edu/exchweb/bin/redir.asp?URL=http://www.eoaa.asu.edu/jobop/jobop.asp,Environmental,5
Hendrix College (AR),2011,,Unknown,Environmental,Wiki,,Environmental,5
University of Arizona,2011,http://www.uacareertrack.com/,Unknown,Environmental,Wiki,http://www.uacareertrack.com/,Environmental,5
Colorado College (CO),2011,http://www.acm.edu/our_collaborations/ACM_Mellon_Postdoctoral_Fellowships_Program/Fellowships_Available_for_2010_2012/Colorado_College.html,Unknown,Comparative,Wiki,http://www.acm.edu/our_collaborations/ACM_Mellon_Postdoctoral_Fellowships_Program/Fellowships_Available_for_2010_2012/Colorado_College.html,Comparative,124
NYU (Liberal Studies - Global History),2011,http://www.nyu.edu/projects/mediamosaic/1011LSJobs/Core.html,Unknown,Comparative,Wiki,http://www.nyu.edu/projects/mediamosaic/1011LSJobs/Core.html,Comparative,124
NYU (Classical/Ancient),2011,,Unknown,Comparative,Wiki,,Comparative,124
Northwestern University,2011,,Unknown,Comparative,Wiki,,Comparative,124
Princeton University,2011,https://jobs.princeton.edu/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175484308,Unknown,Comparative,Wiki,https://jobs.princeton.edu/ | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175484308,Comparative,124
United States Naval Academy,2011,,Unknown,Comparative,Wiki,,Comparative,124
University of Southern Indiana,2011,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175469874,Unknown,Comparative,Wiki,http://www.higheredjobs.com/faculty/details.cfm?JobCode=175469874,Comparative,124
The University of York (High Medieval),2011,https://www22.i-grasp.com/fe/tpl_YorkUni01.asp?newms=jj&id=42311,Unknown,Comparative,Wiki,https://www22.i-grasp.com/fe/tpl_YorkUni01.asp?newms=jj&id=42311,Comparative,124
The University of York (Medieval Latin and Other Lits),2011,https://www22.i-grasp.com/fe/tpl_YorkUni01.asp?newms=jj&id=42310,Unknown,Comparative,Wiki,https://www22.i-grasp.com/fe/tpl_YorkUni01.asp?newms=jj&id=42310,Comparative,124
"Arizona State University, Barrett Honors College",2012,http://chronicle.com/jobs/0000711869-01 | http://barretthonors.asu.edu/2012/01/lecturer-barrett-honors-college/,Unknown,Comparative,Wiki,http://chronicle.com/jobs/0000711869-01 | http://barretthonors.asu.edu/2012/01/lecturer-barrett-honors-college/,Comparative,124
"Harvard - Open Rank, Classical and Modern Jewish and Hebrew Literature",2012,mailto:wanda_dibernardo@harvard.edu,Unknown,Comparative,Wiki,mailto:wanda_dibernardo@harvard.edu,Comparative,124
"University of Chicago - Comparatist in Poetry and Poetics, Open Rank - OFFER MADE & DECLINED",2012,http://chronicle.com/jobs/0000696622-01/,Unknown,Comparative,Wiki,http://chronicle.com/jobs/0000696622-01/,Comparative,124
University of Guam - Comparative Literature - PHONE INTERVIEW SCHEDULED,2012,http://www.visitguam.org/main | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175587838&Title=Assistant%20Professor%20to%20Associate%20Professor%20%28Comparative%20Literature%20Specialist%29,Unknown,Comparative,Wiki,http://www.visitguam.org/main | http://www.higheredjobs.com/faculty/details.cfm?JobCode=175587838&Title=Assistant%20Professor%20to%20Associate%20Professor%20%28Comparative%20Literature%20Specialist%29,Comparative,124
University of Warwick (UK)- Modern & Contemporary World Lit.,2012,http://www.warwick.ac.uk/jobs | http://www.warwick.ac.uk/jobs,Unknown,Comparative,Wiki,http://www.warwick.ac.uk/jobs | http://www.warwick.ac.uk/jobs,Comparative,124
Arizona State University (AZ) - Honors/Open Rank/Open Field - CAMPUS VISIT SCHEDULED,2016,https://barretthonors.asu.edu/academics/hon-171-human-event/,Unknown,Comparative,Wiki,https://barretthonors.asu.edu/academics/hon-171-human-event/,Comparative,124
Columbia University (NY) - Leonard B. Kaye Chair in Hebrew and Comparative Literature,2016,http://academicjobs.columbia.edu/applicants/Central?quickFind=61418,Unknown,Comparative,Wiki,http://academicjobs.columbia.edu/applicants/Central?quickFind=61418,Comparative,124
Arizona State University,2011,http://chronicle.com/jobs/0000651634-01/,Unknown,TESOL/Applied Linguistics,Wiki,http://chronicle.com/jobs/0000651634-01/,TESOL/Applied Linguistics,35
Boise State University,2011,http://hrs.boisestate.edu/joblistings/faculty/AS-0010-01.shtml,Unknown,TESOL/Applied Linguistics,Wiki,http://hrs.boisestate.edu/joblistings/faculty/AS-0010-01.shtml,TESOL/Applied Linguistics,35
California State University Stanislaus,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Central Michigan University,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Dixie State College,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Eastern Kentucky University,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Eastern Michigan University,2011,http://linguistlist.org/jobs/get-jobs.cfm?JobID=80000&SubID=3321774,Unknown,TESOL/Applied Linguistics,Wiki,http://linguistlist.org/jobs/get-jobs.cfm?JobID=80000&SubID=3321774,TESOL/Applied Linguistics,35
Fairleigh Dickinson University,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Georgia State University,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Greensboro College,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Kennesaw State University,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Middle Tennessee State University,2011,http://www.higheredjobs.com/details.cfm?JobCode=175465796&utm_source=SimplyHired&utm_medium=organic&utm_campaign=SimplyHired,Unknown,TESOL/Applied Linguistics,Wiki,http://www.higheredjobs.com/details.cfm?JobCode=175465796&utm_source=SimplyHired&utm_medium=organic&utm_campaign=SimplyHired,TESOL/Applied Linguistics,35
Mississippi State University,2011,http://linguistlist.org/jobs/get-jobs.cfm?JobID=79981&SubID=2806912,Unknown,TESOL/Applied Linguistics,Wiki,http://linguistlist.org/jobs/get-jobs.cfm?JobID=79981&SubID=2806912,TESOL/Applied Linguistics,35
Mount Holyoke College,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Northern Arizona University,2011,http://www.cal.nau.edu/english/faculty/Plonsky.asp,Unknown,TESOL/Applied Linguistics,Wiki,http://www.cal.nau.edu/english/faculty/Plonsky.asp,TESOL/Applied Linguistics,35
Portland State University,2011,http://stage.pdx.edu/linguistics/tetyana-sydorenko | http://chronicle.com/jobs/0000653717-01,Unknown,TESOL/Applied Linguistics,Wiki,http://stage.pdx.edu/linguistics/tetyana-sydorenko | http://chronicle.com/jobs/0000653717-01,TESOL/Applied Linguistics,35
Shawnee State University,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
UMASS-Lowell,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
"University of California, Berkeley",2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
University of Houston,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
University of Pennsylvania,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Texas A&M-Corpus Christi,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
University of New Mexico,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
University of North Carolina at Chapel Hill,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
University of Kansas,2011,http://linguistlist.org/jobs/get-jobs.cfm?JobID=79920&SubID=2652255,Unknown,TESOL/Applied Linguistics,Wiki,http://linguistlist.org/jobs/get-jobs.cfm?JobID=79920&SubID=2652255,TESOL/Applied Linguistics,35
"University of Maryland, Baltimore County",2011,http://linguistlist.org/jobs/get-jobs.cfm?JobID=79360&SubID=2650658,Unknown,TESOL/Applied Linguistics,Wiki,http://linguistlist.org/jobs/get-jobs.cfm?JobID=79360&SubID=2650658,TESOL/Applied Linguistics,35
University of Nebraska-Lincoln,2011,http://chronicle.com/jobs/0000652827-01/,Unknown,TESOL/Applied Linguistics,Wiki,http://chronicle.com/jobs/0000652827-01/,TESOL/Applied Linguistics,35
University of San Diego,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Washington State University,2011,,Unknown,TESOL/Applied Linguistics,Wiki,,TESOL/Applied Linguistics,35
Rhet/Comp Positions and Salaries 2012-13,2012,,Unknown,Rhetoric/Composition Salaries,Wiki,,Rhetoric/Composition Salaries,2
Comments and Questions,2012,https://www.wikia.org/ | https://www.wikia.org/do-not-sell-my-info | https://www.wikia.org/do-not-sell-my-info,Unknown,Rhetoric/Composition Salaries,Wiki,https://www.wikia.org/ | https://www.wikia.org/do-not-sell-my-info | https://www.wikia.org/do-not-sell-my-info,Rhetoric/Composition Salaries,2
"Arizona State University, Barrett Honors College -- DEADLINE PASSED",2012,http://chronicle.com/jobs/0000711869-01 | http://barretthonors.asu.edu/2012/01/lecturer-barrett-honors-college/,Unknown,Queer/Women%27s/Gender Studies,Wiki,http://chronicle.com/jobs/0000711869-01 | http://barretthonors.asu.edu/2012/01/lecturer-barrett-honors-college/,Queer/Women%27s/Gender Studies,183
